date,CNP,CNP_EPS,PE Ratio
1989-09-19,14.23,,
1989-09-20,14.28,,
1989-09-21,14.28,,
1989-09-22,14.28,,
1989-09-25,14.23,,
1989-09-26,14.23,,
1989-09-27,14.17,,
1989-09-28,14.23,,
1989-09-29,14.28,,
1989-10-02,14.23,,
1989-10-03,14.28,,
1989-10-04,14.33,,
1989-10-05,14.44,,
1989-10-06,14.49,,
1989-10-09,14.59,,
1989-10-10,14.59,,
1989-10-11,14.59,,
1989-10-12,14.7,,
1989-10-13,13.59,,
1989-10-16,14.33,,
1989-10-17,14.28,,
1989-10-18,14.28,,
1989-10-19,14.44,,
1989-10-20,14.49,,
1989-10-23,14.38,,
1989-10-24,14.59,,
1989-10-25,14.59,,
1989-10-26,14.65,,
1989-10-27,14.81,,
1989-10-30,14.75,,
1989-10-31,14.86,,
1989-11-01,14.86,,
1989-11-02,14.96,,
1989-11-03,14.91,,
1989-11-06,14.86,,
1989-11-07,14.96,,
1989-11-08,15.12,,
1989-11-09,14.91,,
1989-11-10,14.65,,
1989-11-13,14.59,,
1989-11-14,14.59,,
1989-11-15,14.65,,
1989-11-16,14.65,,
1989-11-17,14.49,,
1989-11-20,14.33,,
1989-11-21,14.17,,
1989-11-22,14.33,,
1989-11-24,14.23,,
1989-11-27,14.33,,
1989-11-28,14.44,,
1989-11-29,14.49,,
1989-11-30,14.59,,
1989-12-01,14.75,,
1989-12-04,14.86,,
1989-12-05,14.91,,
1989-12-06,14.75,,
1989-12-07,14.75,,
1989-12-08,14.7,,
1989-12-11,14.7,,
1989-12-12,14.81,,
1989-12-13,14.81,,
1989-12-14,14.96,,
1989-12-15,14.96,,
1989-12-18,14.86,,
1989-12-19,15.02,,
1989-12-20,15.02,,
1989-12-21,14.91,,
1989-12-22,14.96,,
1989-12-26,14.86,,
1989-12-27,14.81,,
1989-12-28,14.75,,
1989-12-29,14.75,,
1990-01-02,14.86,,
1990-01-03,14.86,,
1990-01-04,14.7,,
1990-01-05,14.49,,
1990-01-08,14.59,,
1990-01-09,14.54,,
1990-01-10,14.59,,
1990-01-11,14.65,,
1990-01-12,14.49,,
1990-01-15,14.59,,
1990-01-16,14.65,,
1990-01-17,14.54,,
1990-01-18,14.54,,
1990-01-19,14.49,,
1990-01-22,14.23,,
1990-01-23,14.23,,
1990-01-24,14.23,,
1990-01-25,13.96,,
1990-01-26,13.96,,
1990-01-29,14.12,,
1990-01-30,14.12,,
1990-01-31,14.28,,
1990-02-01,14.28,,
1990-02-02,14.28,,
1990-02-05,14.33,,
1990-02-06,14.33,,
1990-02-07,14.38,,
1990-02-08,14.33,,
1990-02-09,14.49,,
1990-02-12,13.96,,
1990-02-13,14.07,,
1990-02-14,14.17,,
1990-02-15,14.44,,
1990-02-16,14.33,,
1990-02-20,14.17,,
1990-02-21,14.01,,
1990-02-22,13.91,,
1990-02-23,13.75,,
1990-02-26,13.91,,
1990-02-27,13.96,,
1990-02-28,13.96,,
1990-03-01,14.01,,
1990-03-02,14.17,,
1990-03-05,14.07,,
1990-03-06,14.38,,
1990-03-07,14.23,,
1990-03-08,14.28,,
1990-03-09,14.28,,
1990-03-12,14.23,,
1990-03-13,14.12,,
1990-03-14,14.17,,
1990-03-15,14.17,,
1990-03-16,14.23,,
1990-03-19,14.07,,
1990-03-20,14.01,,
1990-03-21,14.01,,
1990-03-22,13.8,,
1990-03-23,13.8,,
1990-03-26,13.91,,
1990-03-27,14.01,,
1990-03-28,14.01,,
1990-03-29,13.91,,
1990-03-30,14.07,,
1990-04-02,13.91,,
1990-04-03,14.01,,
1990-04-04,14.07,,
1990-04-05,13.59,,
1990-04-06,13.54,,
1990-04-09,13.54,,
1990-04-10,13.65,,
1990-04-11,13.75,,
1990-04-12,13.7,,
1990-04-16,13.75,,
1990-04-17,13.54,,
1990-04-18,13.28,,
1990-04-19,13.44,,
1990-04-20,13.33,,
1990-04-23,13.59,,
1990-04-24,13.65,,
1990-04-25,13.59,,
1990-04-26,13.65,,
1990-04-27,13.59,,
1990-04-30,13.59,,
1990-05-01,13.7,,
1990-05-02,13.7,,
1990-05-03,13.75,,
1990-05-04,14.12,,
1990-05-07,14.28,,
1990-05-08,13.86,,
1990-05-09,14.07,,
1990-05-10,13.75,,
1990-05-11,14.07,,
1990-05-14,14.12,,
1990-05-15,14.23,,
1990-05-16,14.23,,
1990-05-17,14.17,,
1990-05-18,13.86,,
1990-05-21,13.49,,
1990-05-22,13.49,,
1990-05-23,13.65,,
1990-05-24,13.65,,
1990-05-25,13.54,,
1990-05-29,13.54,,
1990-05-30,13.49,,
1990-05-31,13.44,,
1990-06-01,13.59,,
1990-06-04,14.01,,
1990-06-05,13.96,,
1990-06-06,14.17,,
1990-06-07,14.12,,
1990-06-08,13.96,,
1990-06-11,13.96,,
1990-06-12,14.01,,
1990-06-13,14.07,,
1990-06-14,14.01,,
1990-06-15,14.01,,
1990-06-18,13.7,,
1990-06-19,13.91,,
1990-06-20,13.86,,
1990-06-21,13.7,,
1990-06-22,13.65,,
1990-06-25,13.54,,
1990-06-26,13.59,,
1990-06-27,13.86,,
1990-06-28,13.96,,
1990-06-29,14.17,,
1990-07-02,14.07,,
1990-07-03,14.12,,
1990-07-05,14.01,,
1990-07-06,14.12,,
1990-07-09,14.01,,
1990-07-10,13.91,,
1990-07-11,13.91,,
1990-07-12,13.91,,
1990-07-13,13.96,,
1990-07-16,14.01,,
1990-07-17,14.01,,
1990-07-18,13.8,,
1990-07-19,13.7,,
1990-07-20,13.75,,
1990-07-23,13.65,,
1990-07-24,13.7,,
1990-07-25,13.86,,
1990-07-26,13.96,,
1990-07-27,13.75,,
1990-07-30,14.01,,
1990-07-31,14.23,,
1990-08-01,14.54,,
1990-08-02,14.28,,
1990-08-03,13.96,,
1990-08-06,13.59,,
1990-08-07,14.01,,
1990-08-08,14.28,,
1990-08-09,14.28,,
1990-08-10,13.86,,
1990-08-13,13.91,,
1990-08-14,13.96,,
1990-08-15,14.07,,
1990-08-16,13.91,,
1990-08-17,13.8,,
1990-08-20,13.91,,
1990-08-21,13.7,,
1990-08-22,13.7,,
1990-08-23,13.44,,
1990-08-24,13.28,,
1990-08-27,13.22,,
1990-08-28,13.17,,
1990-08-29,13.22,,
1990-08-30,13.12,,
1990-08-31,13.38,,
1990-09-04,13.38,,
1990-09-05,13.38,,
1990-09-06,13.28,,
1990-09-07,13.38,,
1990-09-10,13.44,,
1990-09-11,13.38,,
1990-09-12,13.54,,
1990-09-13,13.38,,
1990-09-14,13.33,,
1990-09-17,13.49,,
1990-09-18,13.44,,
1990-09-19,13.49,,
1990-09-20,13.38,,
1990-09-21,13.38,,
1990-09-24,13.22,,
1990-09-25,13.22,,
1990-09-26,13.01,,
1990-09-27,13.22,,
1990-09-28,12.91,,
1990-10-01,13.65,,
1990-10-02,13.65,,
1990-10-03,13.65,,
1990-10-04,13.86,,
1990-10-05,14.01,,
1990-10-08,14.07,,
1990-10-09,13.96,,
1990-10-10,14.01,,
1990-10-11,14.07,,
1990-10-12,14.38,,
1990-10-15,14.44,,
1990-10-16,14.54,,
1990-10-17,14.65,,
1990-10-18,14.65,,
1990-10-19,14.91,,
1990-10-22,14.96,,
1990-10-23,14.96,,
1990-10-24,15.07,,
1990-10-25,15.02,,
1990-10-26,15.02,,
1990-10-29,14.91,,
1990-10-30,15.02,,
1990-10-31,15.07,,
1990-11-01,15.23,,
1990-11-02,15.28,,
1990-11-05,15.23,,
1990-11-06,15.17,,
1990-11-07,15.07,,
1990-11-08,15.23,,
1990-11-09,15.02,,
1990-11-12,15.02,,
1990-11-13,14.86,,
1990-11-14,14.75,,
1990-11-15,14.59,,
1990-11-16,14.75,,
1990-11-19,14.86,,
1990-11-20,14.91,,
1990-11-21,14.96,,
1990-11-23,14.91,,
1990-11-26,14.91,,
1990-11-27,15.12,,
1990-11-28,15.17,,
1990-11-29,15.07,,
1990-11-30,15.17,,
1990-12-03,15.17,,
1990-12-04,15.33,,
1990-12-05,15.28,,
1990-12-06,15.28,,
1990-12-07,15.23,,
1990-12-10,15.23,,
1990-12-11,15.44,,
1990-12-12,15.6,,
1990-12-13,15.49,,
1990-12-14,15.38,,
1990-12-17,15.33,,
1990-12-18,15.54,,
1990-12-19,15.54,,
1990-12-20,15.33,,
1990-12-21,15.33,,
1990-12-24,15.33,,
1990-12-26,15.44,,
1990-12-27,15.6,,
1990-12-28,15.44,,
1990-12-31,15.49,,
1991-01-02,15.49,,
1991-01-03,15.44,,
1991-01-04,15.38,,
1991-01-07,15.17,,
1991-01-08,15.12,,
1991-01-09,14.96,,
1991-01-10,14.96,,
1991-01-11,14.91,,
1991-01-14,14.65,,
1991-01-15,14.7,,
1991-01-16,14.75,,
1991-01-17,15.17,,
1991-01-18,15.17,,
1991-01-21,15.12,,
1991-01-22,15.17,,
1991-01-23,15.12,,
1991-01-24,15.28,,
1991-01-25,15.33,,
1991-01-28,15.38,,
1991-01-29,15.44,,
1991-01-30,15.23,,
1991-01-31,15.33,,
1991-02-01,15.33,,
1991-02-04,15.44,,
1991-02-05,15.49,,
1991-02-06,15.65,,
1991-02-07,15.86,,
1991-02-08,15.96,,
1991-02-11,15.75,,
1991-02-12,15.75,,
1991-02-13,15.75,,
1991-02-14,15.75,,
1991-02-15,15.81,,
1991-02-19,15.86,,
1991-02-20,15.7,,
1991-02-21,15.6,,
1991-02-22,15.6,,
1991-02-25,15.54,,
1991-02-26,15.28,,
1991-02-27,15.6,,
1991-02-28,15.49,,
1991-03-01,15.17,,
1991-03-04,15.07,,
1991-03-05,14.96,,
1991-03-06,14.86,,
1991-03-07,14.75,,
1991-03-08,14.81,,
1991-03-11,15.07,,
1991-03-12,15.12,,
1991-03-13,15.02,,
1991-03-14,15.02,,
1991-03-15,15.02,,
1991-03-18,15.07,,
1991-03-19,15.02,,
1991-03-20,15.02,,
1991-03-21,14.96,,
1991-03-22,15.07,,
1991-03-25,15.28,,
1991-03-26,15.23,,
1991-03-27,15.28,,
1991-03-28,15.23,,
1991-04-01,15.12,,
1991-04-02,15.33,,
1991-04-03,15.38,,
1991-04-04,15.33,,
1991-04-05,15.44,,
1991-04-08,15.38,,
1991-04-09,15.33,,
1991-04-10,15.49,,
1991-04-11,15.6,,
1991-04-12,15.54,,
1991-04-15,15.7,,
1991-04-16,15.86,,
1991-04-17,15.91,,
1991-04-18,15.75,,
1991-04-19,15.6,,
1991-04-22,15.54,,
1991-04-23,15.44,,
1991-04-24,15.54,,
1991-04-25,15.38,,
1991-04-26,15.6,,
1991-04-29,15.6,,
1991-04-30,15.6,,
1991-05-01,15.7,,
1991-05-02,15.75,,
1991-05-03,15.75,,
1991-05-06,15.7,,
1991-05-07,15.96,,
1991-05-08,15.96,,
1991-05-09,16.12,,
1991-05-10,15.54,,
1991-05-13,15.65,,
1991-05-14,15.6,,
1991-05-15,15.6,,
1991-05-16,15.65,,
1991-05-17,15.6,,
1991-05-20,15.6,,
1991-05-21,15.65,,
1991-05-22,15.54,,
1991-05-23,15.6,,
1991-05-24,15.6,,
1991-05-28,15.54,,
1991-05-29,15.38,,
1991-05-30,15.54,,
1991-05-31,15.49,,
1991-06-03,15.49,,
1991-06-04,15.49,,
1991-06-05,15.33,,
1991-06-06,15.12,,
1991-06-07,15.12,,
1991-06-10,15.17,,
1991-06-11,15.23,,
1991-06-12,15.02,,
1991-06-13,15.12,,
1991-06-14,15.23,,
1991-06-17,15.07,,
1991-06-18,15.12,,
1991-06-19,14.96,,
1991-06-20,14.81,,
1991-06-21,14.91,,
1991-06-24,15.07,,
1991-06-25,15.12,,
1991-06-26,15.07,,
1991-06-27,15.12,,
1991-06-28,15.07,,
1991-07-01,15.17,,
1991-07-02,15.23,,
1991-07-03,15.12,,
1991-07-05,15.17,,
1991-07-08,15.28,,
1991-07-09,15.28,,
1991-07-10,15.33,,
1991-07-11,15.38,,
1991-07-12,15.44,,
1991-07-15,15.54,,
1991-07-16,15.54,,
1991-07-17,15.6,,
1991-07-18,15.75,,
1991-07-19,15.65,,
1991-07-22,15.7,,
1991-07-23,15.7,,
1991-07-24,15.91,,
1991-07-25,15.86,,
1991-07-26,15.96,,
1991-07-29,16.07,,
1991-07-30,16.18,,
1991-07-31,16.18,,
1991-08-01,16.07,,
1991-08-02,16.28,,
1991-08-05,16.33,,
1991-08-06,16.33,,
1991-08-07,16.54,,
1991-08-08,16.54,,
1991-08-09,16.49,,
1991-08-12,16.07,,
1991-08-13,16.12,,
1991-08-14,16.12,,
1991-08-15,16.12,,
1991-08-16,15.86,,
1991-08-19,15.65,,
1991-08-20,15.6,,
1991-08-21,15.91,,
1991-08-22,15.75,,
1991-08-23,15.81,,
1991-08-26,15.7,,
1991-08-27,15.75,,
1991-08-28,15.75,,
1991-08-29,15.75,,
1991-08-30,15.75,,
1991-09-03,15.81,,
1991-09-04,15.86,,
1991-09-05,15.96,,
1991-09-06,16.02,,
1991-09-09,16.18,,
1991-09-10,16.12,,
1991-09-11,16.12,,
1991-09-12,16.12,,
1991-09-13,16.12,,
1991-09-16,16.44,,
1991-09-17,16.33,,
1991-09-18,16.23,,
1991-09-19,16.23,,
1991-09-20,16.28,,
1991-09-23,16.18,,
1991-09-24,16.28,,
1991-09-25,16.33,,
1991-09-26,16.33,,
1991-09-27,16.49,,
1991-09-30,16.75,,
1991-10-01,16.86,,
1991-10-02,16.97,,
1991-10-03,17.07,,
1991-10-04,17.02,,
1991-10-07,16.91,,
1991-10-08,16.7,,
1991-10-09,16.39,,
1991-10-10,16.44,,
1991-10-11,16.49,,
1991-10-14,16.44,,
1991-10-15,16.39,,
1991-10-16,16.39,,
1991-10-17,16.54,,
1991-10-18,16.44,,
1991-10-21,16.44,,
1991-10-22,16.33,,
1991-10-23,16.33,,
1991-10-24,16.33,,
1991-10-25,16.33,,
1991-10-28,16.44,,
1991-10-29,16.49,,
1991-10-30,16.65,,
1991-10-31,16.44,,
1991-11-01,16.49,,
1991-11-04,16.39,,
1991-11-05,16.49,,
1991-11-06,16.6,,
1991-11-07,17.02,,
1991-11-08,16.65,,
1991-11-11,16.7,,
1991-11-12,16.7,,
1991-11-13,16.7,,
1991-11-14,16.75,,
1991-11-15,16.49,,
1991-11-18,16.7,,
1991-11-19,16.54,,
1991-11-20,16.6,,
1991-11-21,16.81,,
1991-11-22,16.6,,
1991-11-25,16.54,,
1991-11-26,16.97,,
1991-11-27,17.23,,
1991-11-29,17.39,,
1991-12-02,17.6,,
1991-12-03,17.49,,
1991-12-04,17.44,,
1991-12-05,17.39,,
1991-12-06,17.54,,
1991-12-09,17.76,,
1991-12-10,17.65,,
1991-12-11,17.91,,
1991-12-12,17.91,,
1991-12-13,17.86,,
1991-12-16,17.7,,
1991-12-17,17.7,,
1991-12-18,17.7,,
1991-12-19,17.6,,
1991-12-20,18.07,,
1991-12-23,18.23,,
1991-12-24,18.23,,
1991-12-26,18.23,,
1991-12-27,18.39,,
1991-12-30,18.6,,
1991-12-31,18.65,,
1992-01-02,18.55,,
1992-01-03,18.39,,
1992-01-06,18.28,,
1992-01-07,18.34,,
1992-01-08,18.23,,
1992-01-09,18.07,,
1992-01-10,17.91,,
1992-01-13,17.81,,
1992-01-14,17.91,,
1992-01-15,17.65,,
1992-01-16,17.65,,
1992-01-17,17.65,,
1992-01-20,17.54,,
1992-01-21,17.81,,
1992-01-22,18.07,,
1992-01-23,18.07,,
1992-01-24,18.12,,
1992-01-27,18.34,,
1992-01-28,18.28,,
1992-01-29,18.39,,
1992-01-30,18.18,,
1992-01-31,18.12,,
1992-02-03,18.12,,
1992-02-04,17.81,,
1992-02-05,17.91,,
1992-02-06,17.91,,
1992-02-07,17.81,,
1992-02-10,17.49,,
1992-02-11,17.54,,
1992-02-12,17.65,,
1992-02-13,17.44,,
1992-02-14,17.54,,
1992-02-18,17.6,,
1992-02-19,17.65,,
1992-02-20,17.49,,
1992-02-21,17.02,,
1992-02-24,17.07,,
1992-02-25,17.12,,
1992-02-26,17.28,,
1992-02-27,17.54,,
1992-02-28,17.49,,
1992-03-02,17.39,,
1992-03-03,17.18,,
1992-03-04,17.12,,
1992-03-05,17.07,,
1992-03-06,17.28,,
1992-03-09,17.33,,
1992-03-10,17.6,,
1992-03-11,17.7,,
1992-03-12,17.49,,
1992-03-13,17.49,,
1992-03-16,17.6,,
1992-03-17,17.49,,
1992-03-18,17.33,,
1992-03-19,17.6,,
1992-03-20,17.81,,
1992-03-23,17.76,,
1992-03-24,17.81,,
1992-03-25,17.54,,
1992-03-26,17.6,,
1992-03-27,17.65,,
1992-03-30,17.76,,
1992-03-31,17.97,,
1992-04-01,17.91,,
1992-04-02,17.97,,
1992-04-03,18.02,,
1992-04-06,17.97,,
1992-04-07,18.02,,
1992-04-08,17.76,,
1992-04-09,17.86,,
1992-04-10,17.97,,
1992-04-13,17.97,,
1992-04-14,17.97,,
1992-04-15,18.18,,
1992-04-16,18.39,,
1992-04-20,18.49,,
1992-04-21,18.44,,
1992-04-22,18.39,,
1992-04-23,18.39,,
1992-04-24,18.39,,
1992-04-27,18.34,,
1992-04-28,18.55,,
1992-04-29,18.49,,
1992-04-30,18.6,,
1992-05-01,18.7,,
1992-05-04,18.7,,
1992-05-05,18.86,,
1992-05-06,18.7,,
1992-05-07,18.6,,
1992-05-08,18.76,,
1992-05-11,18.39,,
1992-05-12,18.34,,
1992-05-13,18.18,,
1992-05-14,18.02,,
1992-05-15,17.97,,
1992-05-18,18.12,,
1992-05-19,18.23,,
1992-05-20,18.28,,
1992-05-21,18.12,,
1992-05-22,18.12,,
1992-05-26,17.97,,
1992-05-27,18.07,,
1992-05-28,18.23,,
1992-05-29,18.12,,
1992-06-01,18.12,,
1992-06-02,18.07,,
1992-06-03,18.07,,
1992-06-04,17.97,,
1992-06-05,17.86,,
1992-06-08,17.97,,
1992-06-09,17.97,,
1992-06-10,18.12,,
1992-06-11,18.34,,
1992-06-12,18.23,,
1992-06-15,18.28,,
1992-06-16,18.44,,
1992-06-17,18.44,,
1992-06-18,18.39,,
1992-06-19,18.39,,
1992-06-22,18.39,,
1992-06-23,18.49,,
1992-06-24,18.44,,
1992-06-25,18.44,,
1992-06-26,18.39,,
1992-06-29,18.49,,
1992-06-30,18.49,,
1992-07-01,18.6,,
1992-07-02,18.76,,
1992-07-06,18.6,,
1992-07-07,18.7,,
1992-07-08,18.86,,
1992-07-09,18.7,,
1992-07-10,18.65,,
1992-07-13,18.97,,
1992-07-14,18.86,,
1992-07-15,19.02,,
1992-07-16,18.91,,
1992-07-17,18.91,,
1992-07-20,18.86,,
1992-07-21,18.81,,
1992-07-22,18.86,,
1992-07-23,18.86,,
1992-07-24,19.13,,
1992-07-27,19.18,,
1992-07-28,19.39,,
1992-07-29,19.49,,
1992-07-30,19.49,,
1992-07-31,19.49,,
1992-08-03,19.76,,
1992-08-04,19.49,,
1992-08-05,19.18,,
1992-08-06,19.07,,
1992-08-07,18.97,,
1992-08-10,18.39,,
1992-08-11,18.55,,
1992-08-12,18.55,,
1992-08-13,18.65,,
1992-08-14,18.7,,
1992-08-17,18.65,,
1992-08-18,18.7,,
1992-08-19,18.65,,
1992-08-20,18.76,,
1992-08-21,18.86,,
1992-08-24,18.65,,
1992-08-25,18.49,,
1992-08-26,18.44,,
1992-08-27,18.55,,
1992-08-28,18.65,,
1992-08-31,18.7,,
1992-09-01,18.65,,
1992-09-02,18.55,,
1992-09-03,18.49,,
1992-09-04,18.55,,
1992-09-08,18.6,,
1992-09-09,18.76,,
1992-09-10,18.76,,
1992-09-11,18.86,,
1992-09-14,18.81,,
1992-09-15,18.65,,
1992-09-16,18.65,,
1992-09-17,18.65,,
1992-09-18,18.55,,
1992-09-21,18.6,,
1992-09-22,18.49,,
1992-09-23,18.55,,
1992-09-24,18.7,,
1992-09-25,18.76,,
1992-09-28,18.91,,
1992-09-29,18.86,,
1992-09-30,18.91,,
1992-10-01,18.7,,
1992-10-02,18.49,,
1992-10-05,18.28,,
1992-10-06,18.12,,
1992-10-07,17.91,,
1992-10-08,18.02,,
1992-10-09,18.07,,
1992-10-12,18.18,,
1992-10-13,18.28,,
1992-10-14,18.28,,
1992-10-15,18.44,,
1992-10-16,18.44,,
1992-10-19,18.49,,
1992-10-20,18.34,,
1992-10-21,18.23,,
1992-10-22,18.23,,
1992-10-23,18.28,,
1992-10-26,18.39,,
1992-10-27,18.49,,
1992-10-28,18.49,,
1992-10-29,18.65,,
1992-10-30,18.76,,
1992-11-02,18.97,,
1992-11-03,18.97,,
1992-11-04,19.13,,
1992-11-05,19.07,,
1992-11-06,19.02,,
1992-11-09,18.44,,
1992-11-10,18.44,,
1992-11-11,18.55,,
1992-11-12,18.65,,
1992-11-13,18.7,,
1992-11-16,18.6,,
1992-11-17,18.7,,
1992-11-18,18.76,,
1992-11-19,18.7,,
1992-11-20,18.7,,
1992-11-23,18.7,,
1992-11-24,18.7,,
1992-11-25,18.7,,
1992-11-27,18.65,,
1992-11-30,18.65,,
1992-12-01,18.6,,
1992-12-02,18.6,,
1992-12-03,18.6,,
1992-12-04,18.76,,
1992-12-07,18.76,,
1992-12-08,18.91,,
1992-12-09,18.86,,
1992-12-10,19.07,,
1992-12-11,18.97,,
1992-12-14,18.97,,
1992-12-15,19.02,,
1992-12-16,19.13,,
1992-12-17,19.23,,
1992-12-18,19.34,,
1992-12-21,19.39,,
1992-12-22,19.55,,
1992-12-23,19.6,,
1992-12-24,19.65,,
1992-12-28,19.6,,
1992-12-29,19.55,,
1992-12-30,19.6,,
1992-12-31,19.34,,
1993-01-04,19.55,,
1993-01-05,19.39,,
1993-01-06,19.39,,
1993-01-07,19.23,,
1993-01-08,19.02,,
1993-01-11,19.13,,
1993-01-12,19.07,,
1993-01-13,19.34,,
1993-01-14,19.28,,
1993-01-15,19.39,,
1993-01-18,19.44,,
1993-01-19,19.44,,
1993-01-20,19.44,,
1993-01-21,19.49,,
1993-01-22,19.49,,
1993-01-25,19.55,,
1993-01-26,19.49,,
1993-01-27,19.55,,
1993-01-28,19.55,,
1993-01-29,19.65,,
1993-02-01,19.76,,
1993-02-02,19.97,,
1993-02-03,20.18,,
1993-02-04,20.5,,
1993-02-05,20.5,,
1993-02-08,20.28,,
1993-02-09,19.86,,
1993-02-10,19.92,,
1993-02-11,19.76,,
1993-02-12,19.81,,
1993-02-16,19.71,,
1993-02-17,19.81,,
1993-02-18,19.92,,
1993-02-19,20.07,,
1993-02-22,20.44,,
1993-02-23,20.23,,
1993-02-24,20.02,,
1993-02-25,20.02,,
1993-02-26,19.92,,
1993-03-01,19.97,,
1993-03-02,19.97,,
1993-03-03,20.02,,
1993-03-04,19.97,,
1993-03-05,19.71,,
1993-03-08,19.81,,
1993-03-09,19.65,,
1993-03-10,19.86,,
1993-03-11,19.81,,
1993-03-12,19.65,,
1993-03-15,19.55,,
1993-03-16,19.71,,
1993-03-17,19.76,,
1993-03-18,19.76,,
1993-03-19,19.76,,
1993-03-22,19.76,,
1993-03-23,19.86,,
1993-03-24,19.86,,
1993-03-25,20.13,,
1993-03-26,19.92,,
1993-03-29,19.81,,
1993-03-30,19.71,,
1993-03-31,19.71,,
1993-04-01,19.81,,
1993-04-02,19.65,,
1993-04-05,19.76,,
1993-04-06,19.86,,
1993-04-07,19.92,,
1993-04-08,19.92,,
1993-04-12,20.13,,
1993-04-13,20.23,,
1993-04-14,20.18,,
1993-04-15,20.28,,
1993-04-16,20.28,,
1993-04-19,20.18,,
1993-04-20,20.02,,
1993-04-21,19.76,,
1993-04-22,19.81,,
1993-04-23,19.65,,
1993-04-26,19.65,,
1993-04-27,19.55,,
1993-04-28,19.6,,
1993-04-29,19.49,,
1993-04-30,19.39,,
1993-05-03,19.49,,
1993-05-04,19.71,,
1993-05-05,19.86,,
1993-05-06,19.86,,
1993-05-07,19.71,,
1993-05-10,19.39,,
1993-05-11,19.23,,
1993-05-12,19.18,,
1993-05-13,18.81,,
1993-05-14,18.49,,
1993-05-17,18.49,,
1993-05-18,18.39,,
1993-05-19,18.7,,
1993-05-20,18.7,,
1993-05-21,18.65,,
1993-05-24,18.65,,
1993-05-25,18.7,,
1993-05-26,18.81,,
1993-05-27,18.7,,
1993-05-28,18.65,,
1993-06-01,18.76,,
1993-06-02,18.81,,
1993-06-03,18.81,,
1993-06-04,18.65,,
1993-06-07,18.65,,
1993-06-08,18.6,,
1993-06-09,18.49,,
1993-06-10,18.55,,
1993-06-11,18.6,,
1993-06-14,18.6,,
1993-06-15,18.49,,
1993-06-16,18.44,,
1993-06-17,18.28,,
1993-06-18,18.12,,
1993-06-21,18.12,,
1993-06-22,17.91,,
1993-06-23,18.12,,
1993-06-24,18.28,,
1993-06-25,18.28,,
1993-06-28,18.34,,
1993-06-29,18.28,,
1993-06-30,18.44,,
1993-07-01,18.55,,
1993-07-02,18.44,,
1993-07-06,18.44,,
1993-07-07,18.49,,
1993-07-08,18.7,,
1993-07-09,18.81,,
1993-07-12,18.91,,
