date,close price,EXC_SHE,EXC_TA,EXC_TL,market cap,PB Ratio
,,32482000000.0,124677000000.0,92195000000.0,,
1980-02-11,7.0,32482000000.0,124677000000.0,92195000000.0,,
1980-02-12,7.0,32482000000.0,124677000000.0,92195000000.0,,
1980-02-13,7.06,32482000000.0,124677000000.0,92195000000.0,,
1980-02-14,7.13,32482000000.0,124677000000.0,92195000000.0,,
1980-02-15,6.81,32482000000.0,124677000000.0,92195000000.0,,
1980-02-19,6.81,32482000000.0,124677000000.0,92195000000.0,,
1980-02-20,6.63,32482000000.0,124677000000.0,92195000000.0,,
1980-02-21,6.69,32482000000.0,124677000000.0,92195000000.0,,
1980-02-22,6.69,32482000000.0,124677000000.0,92195000000.0,,
1980-02-25,6.44,32482000000.0,124677000000.0,92195000000.0,,
1980-02-26,6.44,32482000000.0,124677000000.0,92195000000.0,,
1980-02-27,6.31,32482000000.0,124677000000.0,92195000000.0,,
1980-02-28,6.38,32482000000.0,124677000000.0,92195000000.0,,
1980-02-29,6.5,32482000000.0,124677000000.0,92195000000.0,,
1980-03-03,6.5,32482000000.0,124677000000.0,92195000000.0,,
1980-03-04,6.38,32482000000.0,124677000000.0,92195000000.0,,
1980-03-05,6.31,32482000000.0,124677000000.0,92195000000.0,,
1980-03-06,6.13,32482000000.0,124677000000.0,92195000000.0,,
1980-03-07,6.25,32482000000.0,124677000000.0,92195000000.0,,
1980-03-10,6.25,32482000000.0,124677000000.0,92195000000.0,,
1980-03-11,6.25,32482000000.0,124677000000.0,92195000000.0,,
1980-03-12,6.19,32482000000.0,124677000000.0,92195000000.0,,
1980-03-13,6.19,32482000000.0,124677000000.0,92195000000.0,,
1980-03-14,6.25,32482000000.0,124677000000.0,92195000000.0,,
1980-03-17,6.13,32482000000.0,124677000000.0,92195000000.0,,
1980-03-18,6.31,32482000000.0,124677000000.0,92195000000.0,,
1980-03-19,6.25,32482000000.0,124677000000.0,92195000000.0,,
1980-03-20,6.19,32482000000.0,124677000000.0,92195000000.0,,
1980-03-21,6.25,32482000000.0,124677000000.0,92195000000.0,,
1980-03-24,6.0,32482000000.0,124677000000.0,92195000000.0,,
1980-03-25,6.06,32482000000.0,124677000000.0,92195000000.0,,
1980-03-26,6.0,32482000000.0,124677000000.0,92195000000.0,,
1980-03-27,6.06,32482000000.0,124677000000.0,92195000000.0,,
1980-03-28,6.06,32482000000.0,124677000000.0,92195000000.0,,
1980-03-31,6.13,32482000000.0,124677000000.0,92195000000.0,,
1980-04-01,6.19,32482000000.0,124677000000.0,92195000000.0,,
1980-04-02,6.38,32482000000.0,124677000000.0,92195000000.0,,
1980-04-03,6.5,32482000000.0,124677000000.0,92195000000.0,,
1980-04-07,6.5,32482000000.0,124677000000.0,92195000000.0,,
1980-04-08,6.5,32482000000.0,124677000000.0,92195000000.0,,
1980-04-09,6.5,32482000000.0,124677000000.0,92195000000.0,,
1980-04-10,6.75,32482000000.0,124677000000.0,92195000000.0,,
1980-04-11,6.88,32482000000.0,124677000000.0,92195000000.0,,
1980-04-14,6.81,32482000000.0,124677000000.0,92195000000.0,,
1980-04-15,6.88,32482000000.0,124677000000.0,92195000000.0,,
1980-04-16,7.0,32482000000.0,124677000000.0,92195000000.0,,
1980-04-17,7.13,32482000000.0,124677000000.0,92195000000.0,,
1980-04-18,7.13,32482000000.0,124677000000.0,92195000000.0,,
1980-04-21,7.06,32482000000.0,124677000000.0,92195000000.0,,
1980-04-22,6.94,32482000000.0,124677000000.0,92195000000.0,,
1980-04-23,6.94,32482000000.0,124677000000.0,92195000000.0,,
1980-04-24,6.94,32482000000.0,124677000000.0,92195000000.0,,
1980-04-25,7.0,32482000000.0,124677000000.0,92195000000.0,,
1980-04-28,7.0,32482000000.0,124677000000.0,92195000000.0,,
1980-04-29,7.0,32482000000.0,124677000000.0,92195000000.0,,
1980-04-30,7.06,32482000000.0,124677000000.0,92195000000.0,,
1980-05-01,7.0,32482000000.0,124677000000.0,92195000000.0,,
1980-05-02,7.0,32482000000.0,124677000000.0,92195000000.0,,
1980-05-05,7.13,32482000000.0,124677000000.0,92195000000.0,,
1980-05-06,7.38,32482000000.0,124677000000.0,92195000000.0,,
1980-05-07,7.56,32482000000.0,124677000000.0,92195000000.0,,
1980-05-08,7.63,32482000000.0,124677000000.0,92195000000.0,,
1980-05-09,7.5,32482000000.0,124677000000.0,92195000000.0,,
1980-05-12,7.63,32482000000.0,124677000000.0,92195000000.0,,
1980-05-13,7.69,32482000000.0,124677000000.0,92195000000.0,,
1980-05-14,7.81,32482000000.0,124677000000.0,92195000000.0,,
1980-05-15,7.75,32482000000.0,124677000000.0,92195000000.0,,
